CustomerID,Churn,Friction_Cluster,Friction_Segment,Explorer_Cluster,Explorer_Segment,Timing_Cluster,Timing_Segment
14741,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
13715,1,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
14092,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
17732,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
12855,1,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
15752,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
17855,1,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
14047,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
17925,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
13941,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
17017,0,2,Serial-Canceller,0,Focused-Buyer,0,Weekday-Shopper
14135,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
13108,1,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
12471,0,2,Serial-Canceller,1,Broad-Explorer,0,Weekday-Shopper
15601,0,0,High-Support,1,Broad-Explorer,0,Weekday-Shopper
13418,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
14766,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
15658,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
14388,0,0,High-Support,1,Broad-Explorer,0,Weekday-Shopper
14901,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
18041,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
15955,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
15070,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
16244,1,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
15111,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
14390,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
16546,1,3,High-Returner,0,Focused-Buyer,0,Weekday-Shopper
15260,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
13305,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
14491,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
14060,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
15923,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
16752,1,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
17287,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
15363,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
12915,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
15544,0,0,High-Support,1,Broad-Explorer,0,Weekday-Shopper
15738,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
16042,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
17381,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
15827,0,2,Serial-Canceller,0,Focused-Buyer,0,Weekday-Shopper
14180,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
13117,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
16916,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
17964,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
14466,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
17235,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
16510,1,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
17802,0,1,Low-Support,1,Broad-Explorer,1,Weekend-Shopper
15107,1,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
17976,1,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
14449,0,0,High-Support,1,Broad-Explorer,0,Weekday-Shopper
15838,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
16781,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
17547,1,3,High-Returner,0,Focused-Buyer,0,Weekday-Shopper
13491,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
16186,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
17685,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
17581,0,2,Serial-Canceller,1,Broad-Explorer,0,Weekday-Shopper
15732,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
13138,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
15823,1,3,High-Returner,0,Focused-Buyer,0,Weekday-Shopper
17567,0,2,Serial-Canceller,0,Focused-Buyer,0,Weekday-Shopper
15061,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
16203,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
15640,0,2,Serial-Canceller,1,Broad-Explorer,1,Weekend-Shopper
15574,1,0,High-Support,1,Broad-Explorer,0,Weekday-Shopper
16770,0,1,Low-Support,1,Broad-Explorer,1,Weekend-Shopper
17838,0,2,Serial-Canceller,0,Focused-Buyer,1,Weekend-Shopper
17228,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
14829,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
17412,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
14031,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
14775,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
12971,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
15834,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
17659,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
15299,0,3,High-Returner,0,Focused-Buyer,0,Weekday-Shopper
15646,1,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
13958,1,3,High-Returner,0,Focused-Buyer,0,Weekday-Shopper
14443,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
14156,0,2,Serial-Canceller,1,Broad-Explorer,0,Weekday-Shopper
16995,1,3,High-Returner,0,Focused-Buyer,0,Weekday-Shopper
13402,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
18168,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
17757,0,0,High-Support,1,Broad-Explorer,0,Weekday-Shopper
14625,1,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
13011,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
13798,0,2,Serial-Canceller,0,Focused-Buyer,0,Weekday-Shopper
15384,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
14264,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
13295,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
16754,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
16634,1,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
18239,1,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
14576,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
13145,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
14395,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
14865,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
15093,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
12738,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
16150,0,2,Serial-Canceller,0,Focused-Buyer,0,Weekday-Shopper
17552,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
14236,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
17961,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
14573,1,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
17135,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
17396,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
14213,1,3,High-Returner,0,Focused-Buyer,0,Weekday-Shopper
12967,0,3,High-Returner,0,Focused-Buyer,0,Weekday-Shopper
12686,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
14679,1,3,High-Returner,0,Focused-Buyer,0,Weekday-Shopper
15240,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
18225,0,2,Serial-Canceller,1,Broad-Explorer,0,Weekday-Shopper
13370,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
16883,1,1,Low-Support,0,Focused-Buyer,1,Weekend-Shopper
13520,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
12841,0,2,Serial-Canceller,1,Broad-Explorer,1,Weekend-Shopper
16905,0,1,Low-Support,1,Broad-Explorer,1,Weekend-Shopper
12427,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
17967,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
16891,0,0,High-Support,1,Broad-Explorer,0,Weekday-Shopper
14589,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
14680,0,2,Serial-Canceller,0,Focused-Buyer,0,Weekday-Shopper
17884,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
12557,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
14083,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
13013,0,0,High-Support,1,Broad-Explorer,0,Weekday-Shopper
14210,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
16477,0,0,High-Support,1,Broad-Explorer,0,Weekday-Shopper
12600,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
16013,0,2,Serial-Canceller,0,Focused-Buyer,0,Weekday-Shopper
17949,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
12779,0,2,Serial-Canceller,0,Focused-Buyer,0,Weekday-Shopper
16926,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
17787,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
12682,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
14723,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
17954,0,1,Low-Support,1,Broad-Explorer,1,Weekend-Shopper
17819,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
12712,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
15373,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
16140,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
17198,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
17238,0,0,High-Support,1,Broad-Explorer,0,Weekday-Shopper
12793,1,0,High-Support,0,Focused-Buyer,1,Weekend-Shopper
15769,0,2,Serial-Canceller,0,Focused-Buyer,0,Weekday-Shopper
14396,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
14898,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
12725,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
16725,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
12395,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
16455,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
13081,0,2,Serial-Canceller,1,Broad-Explorer,0,Weekday-Shopper
15545,0,0,High-Support,1,Broad-Explorer,1,Weekend-Shopper
17243,0,1,Low-Support,1,Broad-Explorer,1,Weekend-Shopper
15465,0,0,High-Support,0,Focused-Buyer,1,Weekend-Shopper
15708,0,1,Low-Support,1,Broad-Explorer,1,Weekend-Shopper
13089,0,2,Serial-Canceller,1,Broad-Explorer,0,Weekday-Shopper
16033,0,2,Serial-Canceller,1,Broad-Explorer,1,Weekend-Shopper
13838,0,1,Low-Support,1,Broad-Explorer,1,Weekend-Shopper
15351,0,1,Low-Support,1,Broad-Explorer,1,Weekend-Shopper
18055,0,0,High-Support,1,Broad-Explorer,0,Weekday-Shopper
15038,0,1,Low-Support,0,Focused-Buyer,1,Weekend-Shopper
18109,0,0,High-Support,0,Focused-Buyer,1,Weekend-Shopper
13069,0,2,Serial-Canceller,1,Broad-Explorer,0,Weekday-Shopper
16241,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
14800,0,0,High-Support,1,Broad-Explorer,1,Weekend-Shopper
16839,0,2,Serial-Canceller,0,Focused-Buyer,0,Weekday-Shopper
16168,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
16931,0,1,Low-Support,1,Broad-Explorer,1,Weekend-Shopper
16814,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
13269,0,1,Low-Support,1,Broad-Explorer,1,Weekend-Shopper
14813,1,1,Low-Support,0,Focused-Buyer,1,Weekend-Shopper
12567,0,2,Serial-Canceller,1,Broad-Explorer,1,Weekend-Shopper
17062,1,1,Low-Support,0,Focused-Buyer,1,Weekend-Shopper
15332,1,0,High-Support,0,Focused-Buyer,1,Weekend-Shopper
14810,0,1,Low-Support,0,Focused-Buyer,1,Weekend-Shopper
16353,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
18118,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
13831,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
13506,1,1,Low-Support,0,Focused-Buyer,1,Weekend-Shopper
17796,0,1,Low-Support,0,Focused-Buyer,1,Weekend-Shopper
15716,1,0,High-Support,1,Broad-Explorer,1,Weekend-Shopper
18156,0,1,Low-Support,1,Broad-Explorer,1,Weekend-Shopper
15221,1,3,High-Returner,0,Focused-Buyer,1,Weekend-Shopper
16983,0,1,Low-Support,1,Broad-Explorer,1,Weekend-Shopper
17059,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
16327,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
17211,0,0,High-Support,1,Broad-Explorer,1,Weekend-Shopper
17026,1,1,Low-Support,0,Focused-Buyer,1,Weekend-Shopper
15570,0,0,High-Support,1,Broad-Explorer,0,Weekday-Shopper
15880,1,0,High-Support,1,Broad-Explorer,1,Weekend-Shopper
16718,1,0,High-Support,0,Focused-Buyer,1,Weekend-Shopper
15808,1,1,Low-Support,1,Broad-Explorer,1,Weekend-Shopper
17858,0,0,High-Support,0,Focused-Buyer,1,Weekend-Shopper
16393,0,2,Serial-Canceller,0,Focused-Buyer,0,Weekday-Shopper
14161,1,1,Low-Support,0,Focused-Buyer,1,Weekend-Shopper
17863,0,0,High-Support,1,Broad-Explorer,0,Weekday-Shopper
16411,0,1,Low-Support,0,Focused-Buyer,1,Weekend-Shopper
16402,1,1,Low-Support,0,Focused-Buyer,1,Weekend-Shopper
15023,0,0,High-Support,1,Broad-Explorer,0,Weekday-Shopper
17402,0,1,Low-Support,0,Focused-Buyer,1,Weekend-Shopper
15426,0,1,Low-Support,1,Broad-Explorer,1,Weekend-Shopper
12647,0,1,Low-Support,0,Focused-Buyer,1,Weekend-Shopper
15894,1,0,High-Support,0,Focused-Buyer,1,Weekend-Shopper
15867,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
14506,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
15555,0,2,Serial-Canceller,1,Broad-Explorer,1,Weekend-Shopper
13034,0,1,Low-Support,0,Focused-Buyer,1,Weekend-Shopper
15889,1,1,Low-Support,1,Broad-Explorer,1,Weekend-Shopper
15953,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
16143,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
12720,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
16422,0,2,Serial-Canceller,0,Focused-Buyer,0,Weekday-Shopper
12747,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
15502,0,2,Serial-Canceller,1,Broad-Explorer,0,Weekday-Shopper
12763,1,0,High-Support,0,Focused-Buyer,1,Weekend-Shopper
14081,1,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
17965,0,0,High-Support,1,Broad-Explorer,0,Weekday-Shopper
14404,0,1,Low-Support,0,Focused-Buyer,1,Weekend-Shopper
13579,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
13174,0,0,High-Support,1,Broad-Explorer,1,Weekend-Shopper
15987,0,0,High-Support,1,Broad-Explorer,0,Weekday-Shopper
17677,0,2,Serial-Canceller,1,Broad-Explorer,0,Weekday-Shopper
13652,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
12586,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
17428,0,2,Serial-Canceller,1,Broad-Explorer,0,Weekday-Shopper
16161,0,2,Serial-Canceller,1,Broad-Explorer,0,Weekday-Shopper
16858,1,3,High-Returner,0,Focused-Buyer,0,Weekday-Shopper
18219,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
14293,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
14748,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
16638,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
17674,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
12808,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
13094,0,3,High-Returner,0,Focused-Buyer,0,Weekday-Shopper
15899,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
12708,0,2,Serial-Canceller,0,Focused-Buyer,0,Weekday-Shopper
15898,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
17691,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
17227,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
15039,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
15919,0,1,Low-Support,1,Broad-Explorer,1,Weekend-Shopper
13497,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
15860,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
14189,0,2,Serial-Canceller,1,Broad-Explorer,0,Weekday-Shopper
15304,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
14867,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
14344,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
12474,0,2,Serial-Canceller,1,Broad-Explorer,0,Weekday-Shopper
16719,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
15048,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
15301,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
14708,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
16898,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
14825,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
18113,1,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
17596,0,0,High-Support,1,Broad-Explorer,0,Weekday-Shopper
15078,0,2,Serial-Canceller,0,Focused-Buyer,0,Weekday-Shopper
14085,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
17860,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
13155,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
15028,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
16919,1,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
17259,1,0,High-Support,1,Broad-Explorer,0,Weekday-Shopper
17019,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
14487,0,1,Low-Support,1,Broad-Explorer,1,Weekend-Shopper
16722,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
15882,1,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
14667,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
16710,0,0,High-Support,1,Broad-Explorer,0,Weekday-Shopper
16550,1,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
15984,0,1,Low-Support,1,Broad-Explorer,1,Weekend-Shopper
17682,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
16658,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
17068,0,0,High-Support,0,Focused-Buyer,0,Weekday-Shopper
15356,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
17223,1,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
16817,0,1,Low-Support,0,Focused-Buyer,0,Weekday-Shopper
13030,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
17191,0,1,Low-Support,1,Broad-Explorer,0,Weekday-Shopper
15194,0,2,Serial-Canceller,1,Broad-Explorer,0,Weekday-Shopper
